Timestamp,Diode 1,Didoe 2,Zero,.
1655851776.23983,-196.13,-195.84,+1.0210,+1.0204
1655851776.8716965,-196.13,-195.84,+1.0210,+1.0204
1655851777.4311244,-196.13,-195.85,+1.0210,+1.0204
1655851777.9689827,-196.13,-195.84,+1.0210,+1.0204
1655851778.491921,-196.13,-195.84,+1.0210,+1.0204
1655851779.011373,-196.13,-195.84,+1.0210,+1.0204
1655851779.5431304,-196.13,-195.84,+1.0210,+1.0204
1655851780.0898244,-196.13,-195.84,+1.0210,+1.0204
1655851780.6476011,-196.13,-195.84,+1.0210,+1.0204
1655851781.2331579,-196.13,-195.84,+1.0210,+1.0204
1655851781.825567,-196.13,-195.84,+1.0210,+1.0204
1655851782.4535837,-196.13,-195.84,+1.0210,+1.0204
1655851782.9768522,-196.13,-195.84,+1.0210,+1.0204
1655851783.4963562,-196.13,-195.84,+1.0210,+1.0204
1655851784.016385,-196.13,-195.84,+1.0210,+1.0204
1655851784.5342858,-196.13,-195.84,+1.0210,+1.0204
1655851785.07353,-196.13,-195.84,+1.0210,+1.0204
1655851785.6767907,-196.13,-195.84,+1.0210,+1.0204
1655851786.2692423,-196.13,-195.84,+1.0210,+1.0204
1655851786.8453386,-196.13,-195.84,+1.0210,+1.0204
1655851787.409766,-196.13,-195.84,+1.0210,+1.0204
1655851787.930418,-196.13,-195.84,+1.0210,+1.0204
1655851788.4486778,-196.13,-195.84,+1.0210,+1.0204
1655851788.9717631,-196.13,-195.84,+1.0210,+1.0204
1655851789.5152795,-196.14,-195.84,+1.0210,+1.0204
1655851790.052758,-196.13,-195.84,+1.0210,+1.0204
1655851790.675655,-196.13,-195.84,+1.0210,+1.0204
1655851791.2532856,-196.13,-195.84,+1.0210,+1.0204
1655851791.8808186,-196.14,-195.84,+1.0210,+1.0204
1655851792.400604,-196.13,-195.84,+1.0210,+1.0204
1655851792.9196923,-196.13,-195.84,+1.0210,+1.0204
1655851793.43815,-196.13,-195.84,+1.0210,+1.0204
1655851793.9884984,-196.13,-195.84,+1.0210,+1.0204
1655851794.521016,-196.13,-195.84,+1.0210,+1.0204
1655851795.061167,-196.13,-195.84,+1.0210,+1.0204
1655851795.6709363,-196.13,-195.84,+1.0210,+1.0204
1655851796.254837,-196.13,-195.84,+1.0210,+1.0204
1655851796.773149,-196.13,-195.84,+1.0210,+1.0204
1655851797.2930894,-196.13,-195.84,+1.0210,+1.0204
1655851797.8119736,-196.13,-195.84,+1.0210,+1.0204
1655851798.3392766,-196.13,-195.84,+1.0210,+1.0204
1655851798.9057426,-196.14,-195.84,+1.0210,+1.0204
1655851799.4642787,-196.14,-195.84,+1.0210,+1.0204
1655851800.0606985,-196.13,-195.84,+1.0210,+1.0204
1655851800.6305873,-196.13,-195.84,+1.0210,+1.0204
1655851801.1615055,-196.13,-195.84,+1.0210,+1.0204
1655851801.692325,-196.13,-195.84,+1.0210,+1.0204
1655851802.2109888,-196.13,-195.84,+1.0210,+1.0204
1655851802.7436647,-196.14,-195.84,+1.0210,+1.0204
1655851803.306084,-196.13,-195.84,+1.0210,+1.0204
1655851803.8964403,-196.13,-195.84,+1.0210,+1.0204
1655851804.4269648,-196.13,-195.84,+1.0210,+1.0204
1655851804.9438226,-196.13,-195.84,+1.0210,+1.0204
1655851805.4745407,-196.13,-195.84,+1.0210,+1.0204
1655851806.008003,-196.13,-195.84,+1.0210,+1.0204
1655851806.5533793,-196.13,-195.84,+1.0210,+1.0204
1655851807.1478155,-196.13,-195.84,+1.0210,+1.0204
1655851807.7578483,-196.13,-195.84,+1.0210,+1.0204
1655851808.311684,-196.13,-195.84,+1.0210,+1.0204
1655851808.8799949,-196.13,-195.84,+1.0210,+1.0204
1655851809.400779,-196.13,-195.84,+1.0210,+1.0204
1655851809.92142,-196.13,-195.84,+1.0210,+1.0204
1655851810.4559956,-196.13,-195.84,+1.0210,+1.0204
1655851810.989897,-196.14,-195.84,+1.0210,+1.0204
1655851811.5209937,-196.13,-195.84,+1.0210,+1.0204
1655851812.1209924,-196.13,-195.84,+1.0210,+1.0204
1655851812.7709703,-196.13,-195.84,+1.0210,+1.0204
1655851813.3519876,-196.13,-195.84,+1.0210,+1.0204
1655851813.9602945,-196.13,-195.84,+1.0210,+1.0204
1655851814.5097303,-196.13,-195.84,+1.0210,+1.0204
1655851815.0293236,-196.13,-195.84,+1.0210,+1.0204
1655851815.5526948,-196.13,-195.84,+1.0210,+1.0204
1655851816.074054,-196.13,-195.84,+1.0210,+1.0204
1655851816.604236,-196.14,-195.84,+1.0210,+1.0204
1655851817.1251202,-196.13,-195.84,+1.0210,+1.0204
1655851817.6491172,-196.13,-195.84,+1.0210,+1.0204
1655851818.239275,-196.13,-195.84,+1.0210,+1.0204
1655851818.8221679,-196.13,-195.84,+1.0210,+1.0204
1655851819.3732727,-196.13,-195.84,+1.0210,+1.0204
1655851819.8914962,-196.14,-195.84,+1.0210,+1.0204
1655851820.4101455,-196.13,-195.84,+1.0210,+1.0204
1655851820.9378855,-196.13,-195.84,+1.0210,+1.0204
1655851821.4846811,-196.13,-195.84,+1.0210,+1.0204
1655851822.0225997,-196.13,-195.84,+1.0210,+1.0204
1655851822.6457956,-196.13,-195.84,+1.0210,+1.0204
1655851823.227417,-196.13,-195.84,+1.0210,+1.0204
1655851823.8569527,-196.13,-195.84,+1.0210,+1.0204
1655851824.469024,-196.13,-195.84,+1.0210,+1.0204
1655851824.999871,-196.13,-195.84,+1.0210,+1.0204
1655851825.51866,-196.14,-195.84,+1.0210,+1.0204
1655851826.0480216,-196.13,-195.84,+1.0210,+1.0204
1655851826.5798743,-196.13,-195.84,+1.0210,+1.0204
1655851827.1163187,-196.13,-195.84,+1.0210,+1.0204
1655851827.652004,-196.13,-195.84,+1.0210,+1.0204
1655851828.2149577,-196.13,-195.84,+1.0210,+1.0204
1655851828.7811992,-196.13,-195.84,+1.0210,+1.0204
1655851829.3020513,-196.13,-195.84,+1.0210,+1.0204
1655851829.820619,-196.13,-195.84,+1.0210,+1.0204
1655851830.340065,-196.13,-195.84,+1.0210,+1.0204
1655851830.8664508,-196.13,-195.84,+1.0210,+1.0204
1655851831.418765,-196.13,-195.84,+1.0210,+1.0204
1655851832.0155177,-196.13,-195.84,+1.0210,+1.0204
1655851832.6358483,-196.14,-195.84,+1.0210,+1.0204
1655851833.2403693,-196.13,-195.84,+1.0210,+1.0204
1655851833.805345,-196.13,-195.84,+1.0210,+1.0204
1655851834.3710914,-196.14,-195.84,+1.0210,+1.0204
1655851834.921489,-196.13,-195.84,+1.0210,+1.0204
1655851835.4383733,-196.13,-195.84,+1.0210,+1.0204
1655851835.9593437,-196.13,-195.84,+1.0210,+1.0204
1655851836.478056,-196.14,-195.84,+1.0210,+1.0204
1655851837.0146577,-196.13,-195.84,+1.0210,+1.0204
1655851837.5686169,-196.13,-195.84,+1.0210,+1.0204
1655851838.1283636,-196.14,-195.84,+1.0210,+1.0204
1655851838.7701278,-196.13,-195.84,+1.0210,+1.0204
1655851839.3201182,-196.13,-195.84,+1.0210,+1.0204
1655851839.839436,-196.13,-195.84,+1.0210,+1.0204
1655851840.3702004,-196.13,-195.84,+1.0210,+1.0204
1655851840.8916378,-196.13,-195.84,+1.0210,+1.0204
1655851841.4114356,-196.13,-195.84,+1.0210,+1.0204
1655851841.9544995,-196.13,-195.84,+1.0210,+1.0204
1655851842.536916,-196.14,-195.84,+1.0210,+1.0204
1655851843.091941,-196.14,-195.84,+1.0210,+1.0204
1655851843.6441417,-196.13,-195.84,+1.0210,+1.0204
1655851844.1660075,-196.13,-195.84,+1.0210,+1.0204
1655851844.683581,-196.13,-195.84,+1.0210,+1.0204
1655851845.2137797,-196.13,-195.84,+1.0210,+1.0204
1655851845.731426,-196.13,-195.84,+1.0210,+1.0204
1655851846.2817092,-196.13,-195.84,+1.0210,+1.0204
1655851846.8649933,-196.13,-195.84,+1.0210,+1.0204
1655851847.4628096,-196.13,-195.84,+1.0210,+1.0204
1655851848.0701573,-196.13,-195.84,+1.0210,+1.0204
1655851848.6340108,-196.13,-195.84,+1.0210,+1.0204
1655851849.1506693,-196.13,-195.84,+1.0210,+1.0204
1655851849.6690226,-196.13,-195.84,+1.0210,+1.0204
1655851850.1863363,-196.13,-195.84,+1.0210,+1.0204
1655851850.709803,-196.13,-195.84,+1.0210,+1.0204
1655851851.2364283,-196.13,-195.84,+1.0210,+1.0204
1655851851.8573365,-196.13,-195.84,+1.0210,+1.0204
1655851852.466344,-196.13,-195.84,+1.0210,+1.0204
1655851853.1224513,-196.14,-195.84,+1.0210,+1.0204
1655851853.6914008,-196.13,-195.84,+1.0210,+1.0204
1655851854.3363037,-196.13,-195.84,+1.0210,+1.0204
1655851854.9013088,-196.13,-195.84,+1.0210,+1.0204
1655851855.4185238,-196.14,-195.84,+1.0210,+1.0204
1655851855.9381351,-196.13,-195.84,+1.0210,+1.0204
1655851856.4576638,-196.14,-195.84,+1.0210,+1.0204
1655851856.992782,-196.13,-195.84,+1.0210,+1.0204
1655851857.5543988,-196.14,-195.84,+1.0210,+1.0204
1655851858.143009,-196.14,-195.84,+1.0210,+1.0204
1655851858.736493,-196.13,-195.84,+1.0210,+1.0204
1655851859.3159707,-196.13,-195.84,+1.0210,+1.0204
1655851859.8348193,-196.14,-195.84,+1.0210,+1.0204
1655851860.36556,-196.14,-195.84,+1.0210,+1.0204
1655851860.896364,-196.14,-195.84,+1.0210,+1.0204
1655851861.4239872,-196.13,-195.84,+1.0210,+1.0204
1655851861.9654486,-196.13,-195.84,+1.0210,+1.0204
1655851862.4902763,-196.13,-195.84,+1.0210,+1.0204
1655851863.0336173,-196.13,-195.84,+1.0210,+1.0204
1655851863.560236,-196.13,-195.84,+1.0210,+1.0204
1655851864.0869236,-196.13,-195.84,+1.0210,+1.0204
1655851864.6034243,-196.13,-195.84,+1.0210,+1.0204
1655851865.122716,-196.13,-195.84,+1.0210,+1.0204
1655851865.659353,-196.13,-195.84,+1.0210,+1.0204
1655851866.2903764,-196.14,-195.84,+1.0210,+1.0204
1655851866.8804004,-196.13,-195.84,+1.0210,+1.0204
1655851867.4977248,-196.14,-195.84,+1.0210,+1.0204
1655851868.069003,-196.13,-195.84,+1.0210,+1.0204
1655851868.5867193,-196.13,-195.84,+1.0210,+1.0204
1655851869.1041014,-196.14,-195.84,+1.0210,+1.0204
1655851869.6284175,-196.13,-195.84,+1.0210,+1.0204
1655851870.1791947,-196.13,-195.84,+1.0210,+1.0204
1655851870.7618134,-196.14,-195.85,+1.0210,+1.0204
1655851871.2985432,-196.14,-195.84,+1.0210,+1.0204
1655851871.8452513,-196.14,-195.84,+1.0210,+1.0204
1655851872.3640335,-196.14,-195.84,+1.0210,+1.0204
1655851872.881474,-196.13,-195.84,+1.0210,+1.0204
1655851873.4260159,-196.13,-195.84,+1.0210,+1.0204
1655851873.9571724,-196.13,-195.84,+1.0210,+1.0204
1655851874.5076272,-196.14,-195.84,+1.0210,+1.0204
1655851875.139568,-196.13,-195.84,+1.0210,+1.0204
1655851875.6904216,-196.14,-195.84,+1.0210,+1.0204
1655851876.359793,-196.13,-195.84,+1.0210,+1.0204
1655851876.9327095,-196.13,-195.84,+1.0210,+1.0204
1655851877.454014,-196.13,-195.84,+1.0210,+1.0204
1655851877.974527,-196.14,-195.84,+1.0210,+1.0204
1655851878.5059192,-196.14,-195.84,+1.0210,+1.0204
1655851879.0270355,-196.14,-195.84,+1.0210,+1.0204
1655851879.5629833,-196.14,-195.84,+1.0210,+1.0204
1655851880.129014,-196.14,-195.84,+1.0210,+1.0204
1655851880.691052,-196.13,-195.84,+1.0210,+1.0204
1655851881.225803,-196.14,-195.84,+1.0210,+1.0204
1655851881.7438476,-196.13,-195.84,+1.0210,+1.0204
1655851882.264529,-196.13,-195.84,+1.0210,+1.0204
1655851882.7852461,-196.13,-195.84,+1.0210,+1.0204
1655851883.3169947,-196.14,-195.84,+1.0210,+1.0204
1655851883.8555684,-196.14,-195.84,+1.0210,+1.0204
1655851884.4238663,-196.13,-195.84,+1.0210,+1.0204
1655851885.014089,-196.13,-195.84,+1.0210,+1.0204
1655851885.5441754,-196.14,-195.84,+1.0210,+1.0204
1655851886.0626445,-196.14,-195.84,+1.0210,+1.0204
1655851886.5796077,-196.13,-195.84,+1.0210,+1.0204
1655851887.101612,-196.14,-195.84,+1.0210,+1.0204
1655851887.6670535,-196.14,-195.84,+1.0210,+1.0204
1655851888.255446,-196.14,-195.84,+1.0210,+1.0204
1655851888.8624806,-196.14,-195.84,+1.0210,+1.0204
1655851889.3979528,-196.13,-195.84,+1.0210,+1.0204
1655851889.917949,-196.14,-195.84,+1.0210,+1.0204
1655851890.4357564,-196.13,-195.84,+1.0210,+1.0204
1655851890.9570632,-196.14,-195.84,+1.0210,+1.0204
1655851891.5263462,-196.13,-195.84,+1.0210,+1.0204
1655851892.0859401,-196.14,-195.84,+1.0210,+1.0204
1655851892.6819735,-196.14,-195.84,+1.0210,+1.0204
1655851893.3005805,-196.14,-195.84,+1.0210,+1.0204
1655851893.871605,-196.13,-195.84,+1.0210,+1.0204
1655851894.4668148,-196.13,-195.84,+1.0210,+1.0204
1655851894.985814,-196.14,-195.84,+1.0210,+1.0204
1655851895.5035152,-196.14,-195.84,+1.0210,+1.0204
1655851896.0319045,-196.13,-195.84,+1.0210,+1.0204
1655851896.5627322,-196.14,-195.84,+1.0210,+1.0204
1655851897.1059113,-196.14,-195.84,+1.0210,+1.0204
1655851897.6628664,-196.14,-195.84,+1.0210,+1.0204
1655851898.2537646,-196.13,-195.85,+1.0210,+1.0204
1655851898.7842233,-196.14,-195.84,+1.0210,+1.0204
1655851899.3039317,-196.14,-195.84,+1.0210,+1.0204
1655851899.8355486,-196.14,-195.84,+1.0210,+1.0204
1655851900.3547947,-196.13,-195.84,+1.0210,+1.0204
1655851900.8944821,-196.14,-195.84,+1.0210,+1.0204
1655851901.4908242,-196.13,-195.84,+1.0210,+1.0204
1655851902.0219223,-196.13,-195.84,+1.0210,+1.0204
1655851902.5849159,-196.14,-195.84,+1.0210,+1.0204
1655851903.1460865,-196.14,-195.84,+1.0210,+1.0204
1655851903.6747832,-196.14,-195.84,+1.0210,+1.0204
1655851904.2029655,-196.14,-195.84,+1.0210,+1.0204
1655851904.7201219,-196.13,-195.84,+1.0210,+1.0204
1655851905.238815,-196.13,-195.84,+1.0210,+1.0204
1655851905.7704782,-196.14,-195.84,+1.0210,+1.0204
1655851906.3656635,-196.13,-195.84,+1.0210,+1.0204
1655851906.9427254,-196.14,-195.85,+1.0210,+1.0204
1655851907.4734495,-196.13,-195.85,+1.0210,+1.0204
1655851907.990251,-196.14,-195.84,+1.0210,+1.0204
1655851908.5093586,-196.14,-195.84,+1.0210,+1.0204
1655851909.0315773,-196.14,-195.84,+1.0210,+1.0204
1655851909.5760233,-196.14,-195.84,+1.0210,+1.0204
1655851910.1795034,-196.14,-195.84,+1.0210,+1.0204
1655851910.8017483,-196.14,-195.84,+1.0210,+1.0204
1655851911.3666146,-196.14,-195.84,+1.0210,+1.0204
1655851911.9798818,-196.14,-195.84,+1.0210,+1.0204
1655851912.5015213,-196.14,-195.84,+1.0210,+1.0204
1655851913.032928,-196.13,-195.84,+1.0210,+1.0204
1655851913.552845,-196.14,-195.84,+1.0210,+1.0204
1655851914.073194,-196.14,-195.84,+1.0210,+1.0204
1655851914.6252208,-196.13,-195.84,+1.0210,+1.0204
1655851915.2049687,-196.13,-195.84,+1.0210,+1.0204
1655851915.7703269,-196.13,-195.84,+1.0210,+1.0204
1655851916.3410025,-196.13,-195.84,+1.0210,+1.0204
1655851916.859536,-196.14,-195.84,+1.0210,+1.0204
1655851917.3776963,-196.14,-195.84,+1.0210,+1.0204
1655851917.8966563,-196.13,-195.84,+1.0210,+1.0204
1655851918.4269056,-196.14,-195.84,+1.0210,+1.0204
1655851918.9520724,-196.14,-195.84,+1.0210,+1.0204
