timestamp,v1,v2,v3
1655366353.9070406,4.216893299762084,2.210878764115786,8.054611236506112
1655366353.9618278,7.2043097654268875,0.45432076163532065,6.997517498251524
1655366354.0139072,8.40164484387118,3.8913692822198067,2.4525801110771828
1655366354.0644865,3.269735645833757,2.3650089829342824,9.53731624655839
1655366354.116094,6.427711162544992,7.802055844175642,9.898875444306753
1655366354.176119,6.84996572227572,1.9115914488042651,3.053155598529038
1655366354.2271912,6.1929834004050495,2.6239309907466812,5.2336717277070335
1655366354.277975,4.7472381778672466,9.630519696120865,7.785129119485089
1655366354.3304894,0.7122891966072631,3.493001343338966,6.626672844025913
1655366354.3810296,0.37938985668631187,4.1795339380166325,6.292482293915896
1655366354.4320195,8.766820962165562,0.45101990482050436,0.9366673935181691
1655366354.4828074,4.594503740368996,5.902805375837827,2.11931428451394
1655366354.53328,1.407423024399258,5.966764061338685,0.21093406218855804
1655366354.5857122,7.772765539506747,9.303942568969452,3.257871146139636
1655366354.636863,5.89672833078371,7.486010559326437,8.13627251334456
1655366354.6878889,9.677815674647364,7.497813328568857,6.074268784669286
1655366354.7386496,4.228829033143457,5.3445572750587065,2.526879409345483
1655366354.7888904,7.561329336126469,9.099453521484666,6.869559694148637
1655366354.8428848,7.24959712544122,9.700268775546974,7.148958860440558
1655366354.8945036,7.974624117396192,6.739716780835505,8.263684097445166
1655366354.9467888,1.7239119084619503,9.116714276800263,9.028936043640686
1655366354.998423,4.038064243036624,2.422283834777753,2.054303491184686
1655366355.0494893,3.4059745585417103,8.87338119343205,0.7546165568179131
1655366355.1016335,6.140242927461196,4.745710569002663,1.431571933398278
1655366355.1520896,3.5928888817873883,1.402499309928924,0.14275293265881728
1655366355.2336006,8.643433493988196,5.812783777309583,8.071591590738196
1655366355.2990122,4.5639446862083215,2.6497737502172547,8.964240892340769
1655366355.3501697,9.357139258550612,5.093418224851872,5.224073907903434
1655366355.4019642,7.149936834479008,3.766653790405802,3.115294775557559
1655366355.4547012,6.691825193083608,9.98895891733263,4.680516602387739
1655366355.5050745,6.890874830687813,9.159461096408783,1.942245538690348
1655366355.5561152,6.0014170519349275,5.1086277730297045,1.633722484251684
1655366355.608215,5.753608298187803,6.946980051497532,5.1381099621691835
1655366355.6597593,8.941882142792194,6.929131551219761,4.964399172757235
1655366355.7112527,2.04415045059416,7.610168502842005,2.7595466747135666
1655366355.7654772,1.6835564723089846,8.458038897293445,1.285840427896242
1655366355.8183584,0.11340679072824877,9.545558424255363,7.061837039596979
1655366355.8724756,7.033207980762578,3.4314853332062656,9.060210095964349
1655366355.9265776,3.9780905190448292,6.563991087061226,9.812769555469051
1655366355.977589,4.946534705978019,1.023533669083525,4.169623325853983
1655366356.0288694,0.8284132014126688,6.533105813617204,8.616454846939464
1655366356.0829358,6.926388598150892,9.378643456014638,1.1320861840335295
1655366356.1357148,2.5416500774539905,2.0872509334615863,8.213868884581915
1655366356.1874259,9.609181339466954,5.263143526731076,5.981123321241187
